elementId,actId,text,sectionNumber,sectionName,regId
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503597,Financial Institutions Act,"the public interest to issue the business authorization ,  or b the authority has not received the consent of the deposit insurance corporation .  4 section 160  ( 5 )  applies to the issuance of a business authorization under subsection  ( 2 )  of this section ,  with all references to  "" superintendent ""  in section 160  ( 5 )  to be read as references to  "" authority ""  .  5  [ not in force .  ]  6 the authority must issue a business authorization to an extraprovincial credit union referred to in subsection  ( 1 )   ( b )  if the corporation provides information in support of its application that is satisfactory to the authority .",160.1,Business authorization for extraprovincial credit union,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503640,Financial Institutions Act,"an extraprovincial corporation to which a business authorization has been issued must maintain facilities that the superintendent considers satisfactory by which the superintendent may obtain access to ,  a if the extraprovincial corporation is authorized to carry on deposit business ,  a record of all persons whose money is deposited with the extraprovincial corporation ,  showing the names and addresses of those persons and the amount deposited by or on behalf of each ,  b if the extraprovincial corporation is authorized to carry on trust business ,  full and adequate records respecting the fiduciary activities carried on by the extraprovincial corporation ,  c a record of all loans and investments made by the extraprovincial corporation ,  and d if the extraprovincial corporation is authorized to carry on insurance business ,  i a record of contracts of insurance in which the extraprovincial corporation is an insurer ,  and ii a record of contracts of reinsurance and reinsurance treaties in which the extraprovincial corporation is an insurer or insured .",162,Records,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503643,Financial Institutions Act,"1 if a an extraprovincial corporation ,  pursuant to extraprovincial legislation ,  enters into a program of voluntary compliance similar to a voluntary compliance agreement referred to in section 244 ,  b an extraprovincial corporation is the subject of an order similar to an order referred to in section 244 ,  245 ,  247 or 251 ,  c an extraprovincial corporation ,  pursuant to extraprovincial legislation ,  is the subject of an investigation or an inquiry ,  d under extraprovincial legislation ,  conditions or restrictions are placed on the licence ,  registration or business authorization of an extraprovincial corporation ,  e an extraprovincial corporation is placed under the control of a public official ,  f an extraprovincial corporation ' s licence ,  registration or business authorization ,  issued pursuant to extraprovincial legislation ,  is suspended or revoked ,  g an extraprovincial corporation has been convicted of an offence in canada or another jurisdiction arising from a transaction ,  business or course of conduct related to financial services ,  or h an extraprovincial corporation has been found by a regulator in canada or another jurisdiction to have contravened the laws of that jurisdiction respecting financial services ,  the extraprovincial corporation must inform the superintendent immediately in writing of that fact .  2 if",164,Requirement for notice of regulatory action outside British Columbia,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503644,Financial Institutions Act,"an extraprovincial corporation has been found by a regulator in canada or another jurisdiction to have contravened the laws of that jurisdiction respecting financial services ,  the extraprovincial corporation must inform the superintendent immediately in writing of that fact .  2 if the superintendent receives information under subsection  ( 1 )   ( a )  ,   ( b )  ,   ( c )  or  ( d )  ,  then a the superintendent by order under section 236 may impose conditions on the business authorization issued to the extraprovincial corporation under this act ,  and b the superintendent may require the extraprovincial corporation to file with the superintendent within a time the superintendent requires documents that the superintendent considers relevant to the situation disclosed by that information .  3 if the superintendent receives information under subsection  ( 1 )   ( e )  or  ( f )  ,  the superintendent must take action under section 249 .",164,Requirement for notice of regulatory action outside British Columbia,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503645,Financial Institutions Act,"1 at any time the superintendent may conduct an examination or cause a person acting under the superintendent ' s direction to conduct an examination of the condition and affairs of an extraprovincial corporation .  2 on an examination under this section ,  the superintendent or other person must make reasonable inquiries respecting a the extraprovincial corporation ' s condition and ability to meet its obligations as and when they become due ,  b the adequacy of the extraprovincial corporation ' s business and financial practices and of its management procedures and standards ,  and c compliance with i any order made under this act ,  ii a condition under which a consent under this act is given ,  or iii a condition of its business authorization .  3 the superintendent or other person may conduct an examination under this section at the principal place of business and at any office of the extraprovincial corporation or of any affiliate of the extraprovincial corporation .  4 instead of making an examination under this section ,  the superintendent may accept and rely on a report made by an official of the primary jurisdiction of the extraprovincial corporation .",165,Examination of extraprovincial corporations,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503648,Financial Institutions Act,"business authorization issued with respect to one of the amalgamating corporations until a new business authorization has been a issued to the amalgamated corporation by the superintendent ,  or b refused by the superintendent .  7 if the superintendent has refused an application from an extraprovincial corporation for a business authorization referred to in subsection  ( 4 )   ( b )  ,  the extraprovincial corporation may carry on business under its existing business authorization only to the extent permitted by section 249  ( 8 )  as it applies for the purposes of this part .",166,Amalgamation of extraprovincial corporations,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:503647,Financial Institutions Act,"one or more extraprovincial corporations ,  one or more of which are not authorized under this part to carry on the same kind of business in british columbia as the first extraprovincial corporation ,  it must file with the superintendent a the written consent to the amalgamation from the appropriate official of the corporation ' s primary jurisdiction ,  and b any other documents or information required by the superintendent .  4 on receipt of the written consent ,  documents and information required under subsection  ( 3 )  ,  the superintendent may a issue the appropriate business authorization for which the amalgamated extraprovincial corporation would qualify under this part ,  or b direct the amalgamated corporation referred to in subsection  ( 3 )  to apply for a business authorization .  5 the superintendent must not issue a business authorization under subsection  ( 4 )   ( a )  if the superintendent believes on reasonable grounds that it is not in the public interest .  6 an amalgamated corporation referred to in subsection  ( 3 )  may continue to carry on business ,  as directed by the superintendent ,  under the existing business authorization issued with respect to one of the amalgamating corporations until a new business authorization has been a issued to the amalgamated corporation by the superintendent ,  or b refused by the superintendent .  7 if the superintendent has refused an application from an extraprovincial",166,Amalgamation of extraprovincial corporations,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:543575,Financial Institutions Act,"1 each of subsections  ( 2 )  and  ( 3 )  is a condition of every business authorization issued to ,  or held by ,  an insurance company or extraprovincial insurance corporation .  2 in an action brought in british columbia against an insurance company or its insured or an extraprovincial insurance corporation or its insured under a policy evidencing a contract of vehicle insurance made outside british columbia that provides third party liability insurance coverage ,  the insurance company or extraprovincial insurance corporation a shall appear ,  b shall not set up any defence to the action ,  including a defence as to the limit or limits of liability under the contract made outside british columbia that might not be set up if the contract were evidenced by a vehicle liability policy issued in british columbia ,  and c shall satisfy any final judgement rendered against it or its insured in the action in respect of any type or class of coverage provided under the contract ,  and in respect of any type or class of coverage required by law to be provided under a vehicle liability policy issued in british columbia ,  up to the greater of i the amount and limits for that type or class of coverage or coverages ,  provided under the contract ,  and ii the minimum for that type or class of coverage ,  or coverages ,",2,"Conditions on insurers contracting vehicle liability
        insurance",Insurance Company Vehicle Liability Insurance Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:538230,Partnership Act,"1 the registrar may register a foreign partnership as an extraprovincial limited liability partnership if the foreign partnership files with the registrar a registration statement that contains a the name that is reserved under section 89 of the act ,  by way of a reservation that is in effect when the registration statement is filed ,  to be the firm name of the foreign partnership after it is registered as an extraprovincial limited liability partnership ,  and b any other information required by the registrar .  2 a registration statement may be filed on behalf of a foreign partnership under subsection  ( 1 )  by a a person who has received the approval of all the partners to do so ,  or b if the foreign partnership agreement authorizes the filing of a registration statement for the foreign partnership under subsection  ( 1 )  ,  any person .  3 on a foreign partnership complying with subsection  ( 1 )  to the satisfaction of the registrar ,  the registrar must a register the foreign partnership as an extraprovincial limited liability partnership ,  b accept the registration statement ,  c publish notice of the registration on a website maintained by or on behalf of the government of british columbia ,  and d acknowledge the registration of the foreign partnership as an extraprovincial limited liability partnership by sending a copy of the registration statement ,  certified by the registrar",5,Registration of foreign partnership as extraprovincial limited liability partnership,Extraprovincial Limited Liability Partnerships and Limited Partnerships from a Designated Province Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:531701,Financial Institutions Act,"it is a condition of every business authorization issued to an extraprovincial insurance corporation a whose primary jurisdiction is canada ,  and b that is the subject of an order of the superintendent under section 574  ( 1 )  of the insurance companies act  ( canada )  approving the insuring in canada of risks by the extraprovincial insurance corporation that the extraprovincial insurance corporation ' s insurance business in british columbia is carried on as insuring in canada a risk within the meaning of and in accordance with part xiii of the insurance companies act  ( canada )  .",1,Condition of business authorization,Extraprovincial Insurance Corporation (Canada) Business Authorization Condition Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:531756,Financial Institutions Act,"parts 1 to 6 of the act do not apply to the following :  a an extraprovincial insurance corporation whose insurance business in british columbia is confined to reinsurance of persons referred to in section 75  ( a )  to  ( c )  or  ( e )  to  ( i )  of the act or in sections 1 to 6 of this regulation ;  b an extraprovincial insurance corporation that has a business authorization to carry on insurance business in british columbia when i the extraprovincial insurance corporation is engaged in an activity referred to in paragraph  ( a )  of the definition of  "" insurance business ""  in section 1  ( 1 )  of the act and the activity is not conducted in british columbia ,  ii the insurance referred to in paragraph  ( a )  of the definition of  "" insurance business ""  in section 1  ( 1 )  of the act as it applies for the purposes of this section is reinsurance of persons referred to in section 75  ( a )  to  ( c )  or  ( e )  to  ( i )  of the act or in sections 1 to 6 of this regulation ,  and iii the risk or peril to which the object of the reinsurance may be exposed is located in british columbia .   [ en .  b . c .  reg .  326 / 2010 ,  s .  1 .  ]",10,Extraprovincial insurance corporation — reinsurance,Insurer Exemption Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:543575,Financial Institutions Act,"1 each of subsections  ( 2 )  and  ( 3 )  is a condition of every business authorization issued to ,  or held by ,  an insurance company or extraprovincial insurance corporation .  2 in an action brought in british columbia against an insurance company or its insured or an extraprovincial insurance corporation or its insured under a policy evidencing a contract of vehicle insurance made outside british columbia that provides third party liability insurance coverage ,  the insurance company or extraprovincial insurance corporation a shall appear ,  b shall not set up any defence to the action ,  including a defence as to the limit or limits of liability under the contract made outside british columbia that might not be set up if the contract were evidenced by a vehicle liability policy issued in british columbia ,  and c shall satisfy any final judgement rendered against it or its insured in the action in respect of any type or class of coverage provided under the contract ,  and in respect of any type or class of coverage required by law to be provided under a vehicle liability policy issued in british columbia ,  up to the greater of i the amount and limits for that type or class of coverage or coverages ,  provided under the contract ,  and ii the minimum for that type or class of coverage ,  or coverages ,",2,"Conditions on insurers contracting vehicle liability
        insurance",Insurance Company Vehicle Liability Insurance Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:543575,Financial Institutions Act,"1 each of subsections  ( 2 )  and  ( 3 )  is a condition of every business authorization issued to ,  or held by ,  an insurance company or extraprovincial insurance corporation .  2 in an action brought in british columbia against an insurance company or its insured or an extraprovincial insurance corporation or its insured under a policy evidencing a contract of vehicle insurance made outside british columbia that provides third party liability insurance coverage ,  the insurance company or extraprovincial insurance corporation a shall appear ,  b shall not set up any defence to the action ,  including a defence as to the limit or limits of liability under the contract made outside british columbia that might not be set up if the contract were evidenced by a vehicle liability policy issued in british columbia ,  and c shall satisfy any final judgement rendered against it or its insured in the action in respect of any type or class of coverage provided under the contract ,  and in respect of any type or class of coverage required by law to be provided under a vehicle liability policy issued in british columbia ,  up to the greater of i the amount and limits for that type or class of coverage or coverages ,  provided under the contract ,  and ii the minimum for that type or class of coverage ,  or coverages ,",2,"Conditions on insurers contracting vehicle liability
        insurance",Insurance Company Vehicle Liability Insurance Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:548494,Motor Dealer Act,"a motor dealer must ensure that in every written representation in the form of a sale or purchase agreement respecting the motor dealer ' s offering to sell or selling a motor vehicle the motor dealer discloses ,  to the best of that motor dealer ' s knowledge and belief ,  the following :  a whether the motor vehicle has been used i as a taxi operated under a passenger directed vehicle authorization under the passenger transportation act ,  ii as a police or emergency vehicle ,  or iii in organized racing ;  b whether the motor vehicle has i in the case of a new motor vehicle ,  sustained damage requiring repairs costing more than 20 %  of the asking price of the motor vehicle ,  or ii in the case of a used motor vehicle ,  sustained damages requiring repairs costing more than  $ 2 000 ;  c whether the motor vehicle has been used as a lease or rental vehicle ;  d whether a used motor vehicle has been brought into the province specifically for the purpose of sale ;  e whether the odometer of the motor vehicle accurately records the true distance travelled by the motor vehicle .   [ am .  b . c .  regs .  363 / 84 ;  271 / 2019 ,  s .  8 .  ]",23,Material facts,Motor Dealer Act Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:493576,Enforcement of Canadian Judgments and Decrees Act,"1 in this act :  ait means the agreement on internal trade entered into by the governments of canada ,  the provinces ,  yukon and the northwest territories and includes amendments to the agreement ;  ait award means an order for tariff costs ,  or an order for monetary penalties ,  made by a presiding body ;  canadian civil protection order means a canadian judgment ,  or part of a canadian judgment ,  that is similar in nature to an order made under section 183 of the family law act ;  canadian judgment means a judgment ,  decree or order made in a civil proceeding by a court of a province or territory of canada other than british columbia a that requires a person to pay money ,  including i an order for the payment of money that is made in the exercise of a judicial function by a tribunal of a province or territory of canada other than british columbia and that is enforceable as a judgment of the superior court of unlimited trial jurisdiction in that province or territory ,  and ii an order made and entered under section 741 of the criminal code in a court of a province or territory of canada other than british columbia ,  b under which a person is required to do or not do an act or thing ,  or c that declares rights ,  obligations or status in relation to a person or thing ,  and ,  subject to",1,Definitions,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:540102,Enforcement of Canadian Judgments and Decrees Act,"1 in this section ,  additional costs ,  compliance panel ,  monetary penalty ,  presiding body and tariff costs have the same meaning as in article 1041 of the cfta .  2 for the purposes of paragraph  ( d )  of the definition of  "" domestic trade agreement award ""  in section 1  ( 1 )  of the act ,  the following awards are prescribed :  a an order for tariff costs made by a presiding body ;  b an order for additional costs made by a compliance panel ;  c an order for a monetary penalty made by a compliance panel .",6,CFTA awards,Domestic Trade Agreement Award Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:493578,Enforcement of Canadian Judgments and Decrees Act,"of administration or the administration of the estate of a deceased person ;  domestic trade agreement means a the ait ,  b the nwpta ,  c the tilma ,  or d a prescribed trade agreement ;  domestic trade agreement award means a an ait award ,  b a nwpta award ,  c a tilma award ,  or d a prescribed award under a prescribed trade agreement ;  enforcement includes requiring that a canadian judgment be recognized by any person or authority ,  whether or not further relief is sought ;  enforcing party means ,  a in the case of a canadian judgment that is not a domestic trade agreement award ,  a person entitled to enforce the canadian judgment in the province or territory of canada where the canadian judgment was made ,  or b in the case of a canadian judgment that is a domestic trade agreement award ,  a person in whose favour the canadian judgment was made ;  nwpta means the new west partnership trade agreement entered into by the governments of british columbia ,  alberta and saskatchewan on april 30 ,  2010 and includes amendments to the agreement ;  nwpta award means a a monetary award within the meaning of article 29  ( 7 )  of the nwpta if no judicial review has been requested in relation to that award under article 31  ( 1 )  of the nwpta within the 15 day period referred to in that article",1,Definitions,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:493583,Enforcement of Canadian Judgments and Decrees Act,"and  ( b )  to the judge ,  court or tribunal that made the canadian judgment is deemed to be ,  i in the case of an ait award ,  a reference to the presiding body that made the ait award ,  ii in the case of a nwpta award ,  a reference to the nwpta panel that made the nwpta award ,  iii in the case of a tilma award ,  a reference to the tilma panel that made the tilma award ,  or iv in the case of an award referred to in paragraph  ( d )  of the definition of  "" domestic trade agreement award ""  in subsection  ( 1 )  of this section ,  a reference to the person ,  panel or other body that made the award .",1,Definitions,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:493581,Enforcement of Canadian Judgments and Decrees Act,"been requested in relation to that award under article 31  ( 1 )  of the tilma within the 15 day period referred to in that article ,  and ii the judicial review court determines that the award should neither be set aside nor remitted to a tilma panel ,  or c if judicial review has been requested under article 31  ( 1 )  of the tilma of a monetary award within the meaning of article 29  ( 7 )  of the tilma and the judicial review court remits the award to a tilma panel ,  the monetary award as confirmed or amended by that tilma panel ,  and includes an award of costs under article 32  ( 1 )  of the tilma ;  tilma panel means a panel convened under article 26 or 29 of the tilma .  2 when used in relation to a domestic trade agreement award ,  a a reference in section 3  ( 1 )   ( a )  to a judge ,  registrar ,  clerk or other proper officer of the court that made the canadian judgment is deemed to be ,  i in the case of an ait award ,  a reference to a member of the presiding body that made the ait award ,  ii in the case of a nwpta award ,  a reference to a member of the nwpta panel that made the nwpta award ,  iii",1,Definitions,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:493584,Enforcement of Canadian Judgments and Decrees Act,"1 if a canadian judgment or a registered canadian judgment is a domestic trade agreement award ,  a sections 6  ( 2 )   ( c )   ( ii )  to  ( iv )  and 9 do not apply ,  and b a reference in section 4 to sections 5 and 6 is deemed to be a reference to sections 5 and 6  ( 1 )  ,   ( 2 )   ( a )  ,   ( b )   and  ( c )   ( i )  and  ( v )  ,    ( 3 )  and  ( 4 )  .  2 if a registered canadian judgment is a domestic trade agreement award against the government ,  the following must accord with the crown proceeding act :  a enforcement of that registered canadian judgment under section 4 of this act ;  b an order in respect of that registered canadian judgment under section 6  ( 2 )   ( a )  ,   ( b )  or  ( c )   ( i )  or  ( v )  of this act .  3 subject to subsection  ( 2 )  ,  nothing in subsection  ( 1 )  affects the power of the supreme court to make ,  in relation to a registered canadian judgment that is a domestic trade agreement award ,  any order in relation to the enforcement of that registered canadian judgment ,  including ,  without limitation ,  any order a staying or limiting the enforcement of that registered canadian judgment ,  or b respecting the procedure to",1.1,Domestic trade agreement awards,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:493582,Enforcement of Canadian Judgments and Decrees Act,"of an ait award ,  a reference to a member of the presiding body that made the ait award ,  ii in the case of a nwpta award ,  a reference to a member of the nwpta panel that made the nwpta award ,  iii in the case of a tilma award ,  a reference to a member of the tilma panel that made the tilma award ,  or iv in the case of an award referred to in paragraph  ( d )  of the definition of  "" domestic trade agreement award ""  in subsection  ( 1 )  ,  a reference to the person ,  or to a member of the panel or other body ,  that made the award ,  b  [ repealed 2012 - 11 - 4 .  ]  c a reference in sections 6  ( 1 )  and  ( 3 )   ( a )  and  ( c )  and 10  ( a )  and  ( b )  to a proceeding is deemed to be a reference to the proceedings that led to the domestic trade agreement award ,  and d a reference in section 6  ( 3 )   ( a )  and  ( b )  to the judge ,  court or tribunal that made the canadian judgment is deemed to be ,  i in the case of an ait award ,  a reference to the presiding body that made the ait award ,  ii in the case of a",1,Definitions,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:540095,Enforcement of Canadian Judgments and Decrees Act,"1 in this section :  award for costs means an award for costs within the meaning of article 32  ( 1 )  of the nwpta ;  cost award means a cost award within the meaning of article 38  ( 6 )   ( d )  of the nwpta ;  recoupment award means a recoupment award within the meaning of article 38  ( 6 )   ( d )  of the nwpta .  2 for the purposes of paragraph  ( d )  of the definition of  "" domestic trade agreement award ""  in section 1  ( 1 )  of the act ,  the following awards are prescribed :  a an award for costs if no judicial review has been requested in relation to that award under article 31  ( 1 )  of the nwpta within the 15 day period referred to in that article ;  b an award for costs if i a judicial review has been requested in relation to that award under article 31  ( 1 )  of the nwpta within the 15 day period referred to in that article ,  and ii the judicial review court determines that the award should be neither set aside nor remitted to a nwpta panel ;  c if a judicial review of an award for costs has been requested under article 31  ( 1 )  of the nwpta and the judicial review court remits the award to a nwpta panel ,",3,NWPTA awards,Domestic Trade Agreement Award Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:540098,Enforcement of Canadian Judgments and Decrees Act,"1 in this section ,  bpma award means any of the following awards issued under part iv of the nwpta ,  as that part applies to the bpma :  a a monetary award within the meaning of article 29  ( 7 )  of the nwpta ;  b an award for costs within the meaning of article 32  ( 1 )  of the nwpta .  2 in this section ,  a reference to a provision of the nwpta is a reference to the provision as it applies to the bpma .  3 for the purposes of paragraph  ( d )  of the definition of  "" domestic trade agreement award ""  in section 1  ( 1 )  of the act ,  the following awards are prescribed :  a a bpma award if no judicial review has been requested in relation to that award under article 31  ( 1 )  of the nwpta within the 15 day period referred to in that article ;  b a bpma award if i a judicial review has been requested in relation to that award under article 31  ( 1 )  of the nwpta within the 15 day period referred to in that article ,  and ii the judicial review court determines that the award should be neither set aside nor remitted to a nwpta panel ;  c if a judicial review of a bpma award has been requested under article 31  ( 1 )",4,BPMA awards,Domestic Trade Agreement Award Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:548494,Motor Dealer Act,"a motor dealer must ensure that in every written representation in the form of a sale or purchase agreement respecting the motor dealer ' s offering to sell or selling a motor vehicle the motor dealer discloses ,  to the best of that motor dealer ' s knowledge and belief ,  the following :  a whether the motor vehicle has been used i as a taxi operated under a passenger directed vehicle authorization under the passenger transportation act ,  ii as a police or emergency vehicle ,  or iii in organized racing ;  b whether the motor vehicle has i in the case of a new motor vehicle ,  sustained damage requiring repairs costing more than 20 %  of the asking price of the motor vehicle ,  or ii in the case of a used motor vehicle ,  sustained damages requiring repairs costing more than  $ 2 000 ;  c whether the motor vehicle has been used as a lease or rental vehicle ;  d whether a used motor vehicle has been brought into the province specifically for the purpose of sale ;  e whether the odometer of the motor vehicle accurately records the true distance travelled by the motor vehicle .   [ am .  b . c .  regs .  363 / 84 ;  271 / 2019 ,  s .  8 .  ]",23,Material facts,Motor Dealer Act Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:547594,Greenhouse Gas Industrial Reporting and Control Act,"point of delivery means the last point of delivery for a given electricity transaction as recorded on the nerc e - tag for that transaction ;  fuel usage information ,  in relation to pneumatic venting or flaring ,  means information a as to whether or not the substance vented or flared is sweet or sour or processed or unprocessed natural gas ,  or another substance ,  b if the substance is another substance ,  identifying the substance ,  and c providing the amount of the substance used or flared ,  measured in standard cubic metres ;  iaf md4 means the international accreditation forum standard called  "" iaf mandatory document for the use of information and communication technology  ( ict )  for auditing / assessment purposes ""  ,  as amended from time to time ;  imported electricity means electricity delivered from outside british columbia to a point of delivery in british columbia ,  and includes electricity imported under an exchange program or swap ,  but does not include electricity that a has a final point of delivery outside british columbia ,  or b is owned by the yukon electrical company limited at the time of import ,  if the final point of delivery in british columbia is not connected to the north american electrical transmission grid ;  linear facilities operation means a an industrial operation that carries out one or more activities listed in column 2 of table 2 in schedule",1,Definitions and interpretation,Greenhouse Gas Emission Reporting Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:551213,Health Professions Act,"a a person who is authorized under the act to practise the designated health profession of dentistry ,  medicine ,  midwifery ,  naturopathic medicine ,  podiatric medicine or the practice of pharmacy ,  b a certified practice registrant or nurse practitioner ,  or c a person who ,  in alberta ,  yukon or the northwest territories ,  is the equivalent of a person described in paragraph  ( a )  or  ( b )  ,  but only if i the person has issued an order in respect of a patient who has been assessed by the person ,  ii the patient has transferred from one of the other jurisdictions to british columbia ,  iii the patient ,  on transfer ,  requires immediate health services or treatment ,  and iv the patient has not been assessed by the equivalent person described in paragraph  ( a )  or  ( b )  ;  issue means to issue by any method ;  nursing diagnosis means a clinical judgment made by a registrant of an individual ' s mental or physical condition to determine whether the condition can be ameliorated or resolved by appropriate interventions of the registrant to achieve outcomes for which the registrant is accountable ;  order means an instruction or authorization ,  issued by a health professional ,  for a registrant to provide a service that includes the performance of an activity described in section",1,Definitions,Nurses (Registered Psychiatric) Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:498935,Business Corporations Act,"2 )  ,  to retain and produce the records of a company to a contravene section 351 without reasonable excuse ,  or b refuse ,  without reasonable excuse ,  to i permit a person to inspect any record that the person is entitled to inspect and for which the appropriate fee ,  if any ,  has been tendered ,  or ii to provide ,  within the meaning of section 352  ( 3 )  ,  to a person a copy of any record that the person is entitled to receive a copy of and for which the appropriate fee ,  if any ,  has been tendered .  9 in any prosecution under subsection  ( 1 )   ( b )  of this section ,  the onus is on the accused to prove that a foreign entity a is registered as an extraprovincial company ,  or b is not required to be registered as an extraprovincial company .",426,Offences,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:548854,Medicare Protection Act,"and provided in conjunction with a hospital - based surgical correction of malocclusion of patients registered with the orthodontic program for cleft lip / palate and severe congenital cranial - facial abnormalities .  e repealed .   [ b . c .  reg .  111 / 2005 ,  s .  8  ( a )  .  ]  3 there will not be payment for a service covered by subsection  ( 2 )   ( d )  if performed outside british columbia unless the service is rendered a by a person authorized to practise dentistry in the place where the service is rendered ,  b to a beneficiary who resides in british columbia for whom the location for the service nearest the place of residence is outside british columbia but in canada ,  and c following approval of payment of the service by the commission .   [ am .  b . c .  regs .  111 / 2005 ,  s .  8 ;  75 / 2015 .  ]",19,Dental and orthodontic services,Medical and Health Care Services Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:549006,Motor Fuel Tax Act,"1 an authorized person shall ,  for the purpose of colouring fuel ,  a unless subsection  ( 1 . 1 )  applies ,  obtain the dye from the director ,  b make a pre - mixed dye solution using a process acceptable to the director ,  and c use the pre - mixed dye solution referred to in paragraph  ( b )  to colour gasoline or light fuel oil so that the gasoline or light fuel oil is coloured to a concentration of 14 parts of dye per 1 million parts of gasoline or light fuel oil .  1 . 1 on approval from the director ,  an authorized person may obtain dye from an administrator of a fuel tax statute of another province .  2 no person shall sell or offer for sale any fuel as coloured fuel unless the fuel has been coloured in accordance with subsection  ( 1 )  .   [ am .  b . c .  regs .  207 / 87 ,  s .  1 ;  325 / 88 ,  s .   ( b )  ;  78 / 94 ,  s .  3 ;  188 / 95 ,  s .   ( b )  ;  255 / 97 ;  26 / 2000 ,  s .  2 ;  94 / 2013 ,  s .  11 .  ]",6,Colouring instructions,Motor Fuel Tax Regulation
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:504015,Financial Institutions Act,"is false or misleading with respect to a material fact or that omits to state a material fact ,  the omission of which makes the statement false or misleading ,  or g  [ repealed 2011 - 29 - 109 .  ]  h is an extraprovincial corporation and contravenes the business corporations act .  i  [ repealed 2019 - 39 - 74 .  ]  3 a financial institution that a enters into a voluntary compliance agreement approved under section 244 by the superintendent ,  and b complies fully with the agreement does not commit an offence under subsection  ( 2 )  in respect of a contravention of this act that the agreement is intended to rectify .  4 a person does not commit an offence under subsection  ( 2 )   ( f )  if at the time of the statement the person did not know that the statement was false or misleading and ,  in the exercise of reasonable diligence ,  could not have known that the statement was false or misleading .  5 if a financial institution commits an offence under this act ,  an employee ,  officer ,  director or agent of the financial institution who authorizes ,  permits or acquiesces in the offence commits the same offence whether or not the financial institution is convicted of the offence .  6 if an extraprovincial corporation commits an offence",252,Offences,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:493576,Enforcement of Canadian Judgments and Decrees Act,"1 in this act :  ait means the agreement on internal trade entered into by the governments of canada ,  the provinces ,  yukon and the northwest territories and includes amendments to the agreement ;  ait award means an order for tariff costs ,  or an order for monetary penalties ,  made by a presiding body ;  canadian civil protection order means a canadian judgment ,  or part of a canadian judgment ,  that is similar in nature to an order made under section 183 of the family law act ;  canadian judgment means a judgment ,  decree or order made in a civil proceeding by a court of a province or territory of canada other than british columbia a that requires a person to pay money ,  including i an order for the payment of money that is made in the exercise of a judicial function by a tribunal of a province or territory of canada other than british columbia and that is enforceable as a judgment of the superior court of unlimited trial jurisdiction in that province or territory ,  and ii an order made and entered under section 741 of the criminal code in a court of a province or territory of canada other than british columbia ,  b under which a person is required to do or not do an act or thing ,  or c that declares rights ,  obligations or status in relation to a person or thing ,  and ,  subject to",1,Definitions,
4:f785f72f-e7de-4075-87d3-76d2fdffeae5:505393,Credit Union Incorporation Act,"1 subject to this section ,  an extraprovincial credit union ,  if it appears to the registrar to be authorized to do so by the laws of the jurisdiction in which it is incorporated ,  may deliver to the registrar an instrument of continuation in duplicate continuing the extraprovincial credit union as if it had been incorporated under this act .  2 the instrument of continuation must a set out prescribed matters ,  b be executed under seal and signed by an officer or director of the extraprovincial credit union and verified by a signed statement of the person signing the instrument of continuation ,  and c be accompanied by other material required by the registrar .  3 the instrument of continuation must make the amendments to the charter of the extraprovincial credit union that are necessary to make the instrument conform to the laws of british columbia and may make other amendments permitted under this act as if the extraprovincial credit union were incorporated under this act as a credit union .  4 if the registrar receives from an extraprovincial credit union under subsection  ( 1 )  a an instrument of continuation that complies with subsections  ( 2 )  and  ( 3 )  ,  b the prescribed fees ,  and c the consent of the authority and the deposit insurance corporation ,  the registrar must file one duplicate of",15.1,Transfer of incorporation to British Columbia,
